"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Priority Numbers,Earliest Priority Date,Title,Abstract,Applicants,Inventors,Owners,URL,Document Type,Has Full Text,Cites Patent Count,Cited by Patent Count,Simple Family Size,Simple Family Members,Simple Family Member Jurisdictions,Extended Family Size,Extended Family Members,Extended Family Member Jurisdictions,Sequence Count,CPC Classifications,IPCR Classifications,US Classifications,NPL Citation Count,NPL Resolved Citation Count,NPL Resolved Lens ID(s),NPL Resolved External ID(s),NPL Citations,Legal Status
11,US,B2,US 11721857 B2,101-473-884-045-02X,2023-08-08,2023,US 202016824602 A,2020-03-19,US 202016824602 A;;US 201962821297 P,2019-03-20,Thermal regulation of batteries,"A battery thermal management system for an air vehicle includes a liquid heat exchange circuit. The system includes at least one battery in thermal communication with the liquid heat exchange circuit. The system includes a controller operatively connected to the liquid heat exchange circuit. The controller is configured and adapted to variably select whether heat will be rejected to the liquid heat exchange circuit. The system includes at least one heat exchanger positioned on the liquid heat exchange circuit. The at least one heat exchanger is a liquid-air heat exchanger or a liquid-liquid heat exchanger. A method for controlling a thermal management system for an air vehicle includes determining an expected temperature of at least one battery, and cooling the at least one battery with a cooling device if the expected temperature exceeds a pre-determined expected temperature threshold.",HAMILTON SUNDSTRAND CORP,RHEAUME JONATHAN;;MACDONALD MALCOLM;;LENTS CHARLES E,HAMILTON SUNDSTRAND CORPORATION (2019-03-20),https://lens.org/101-473-884-045-02X,Granted Patent,yes,20,0,2,035-880-993-985-973;;101-473-884-045-02X,US,7,036-625-708-362-178;;120-338-866-956-185;;078-681-137-405-17X;;021-596-891-499-839;;098-469-452-513-426;;035-880-993-985-973;;101-473-884-045-02X,US;;EP,0,H01M10/625;;H01M10/443;;H01M10/486;;H01M10/635;;H01M10/6561;;H01M10/6567;;Y02E60/10;;H01M10/6567;;H01M10/443;;H01M10/486;;H01M10/635;;H01M10/6561,H01M10/00;;H01M10/44;;H01M10/48;;H01M10/635;;H01M10/6561;;H01M10/6567,,3,0,,,"Partial European Search Report dated Oct. 15, 2020, issued during the prosecution of European Patent Application No. EP 20181246.8.;;Extended European Search Report dated Sep. 8, 2020, issued during the prosecution of European Patent Application No. EP 20163920.0.;;Communication Pursuant to Art 94(3) EPC dated Feb. 7, 2023, issued during the prosecution of European Patent Application No. EP 20163920.0, 5 pages.",ACTIVE
12,US,B1,US 11437661 B1,109-951-339-089-70X,2022-09-06,2022,US 201916596728 A,2019-10-08,US 201916596728 A;;US 201862742570 P,2018-10-08,Thermal sensor for a battery,"Thermal sensor for a battery. In an exemplary embodiment of a battery docking connector of the present disclosure, the connector comprises exposed battery contacts, and a circuit sensor electrically coupled to the exposed battery contacts for sensing the temperature at the exposed battery contacts, wherein the circuit sensor is configured to switch off an electrical load coupled thereto once a threshold temperature has been reached, to prevent overheating of a battery providing power to the electrical load.",ALOBAIDI MOHAMMED;;JANNU VIJAYENDRA;;MITHILACODY VASANTH;;GREEN CUBES TECH LLC,ALOBAIDI MOHAMMED;;JANNU VIJAYENDRA;;MITHILACODY VASANTH,GREEN CUBES TECHNOLOGY CORPORATION (2019-11-11),https://lens.org/109-951-339-089-70X,Granted Patent,yes,1,3,3,156-164-628-242-522;;109-951-339-089-70X;;126-148-187-250-536,US,3,156-164-628-242-522;;109-951-339-089-70X;;126-148-187-250-536,US,0,Y02E60/10;;H01M10/486;;H01M10/44;;H01M10/486;;H01M2010/4278;;H01M10/4257;;H01M10/6572,H01M10/44;;H01M10/42;;H01M10/48;;H01M10/6572,,0,0,,,,ACTIVE
13,US,B2,US 12155046 B2,156-164-628-242-522,2024-11-26,2024,US 202217903169 A,2022-09-06,US 202217903169 A;;US 201916596728 A;;US 201862742570 P,2018-10-08,Thermal sensor for a battery,"Disclosed herein are battery docks for receiving a battery, and methods for switching off an electrical load to a battery or to the battery dock to prevent overheating. A battery dock may comprise a battery connection contact to attach to a battery, and a circuit sensor electrically coupled to the battery connection contact for sensing the temperature of the battery dock and at the battery connection contact. The circuit sensor can be configured to switch off an electrical load or charging current once a threshold temperature has been reached to prevent overheating. In operation, the temperature of the battery dock, such as at the battery connection contact, may be sensed or monitored and electrical current may be prevented from passing to/from the battery by switching off the battery dock if the sensed temperature exceeds a predetermined threshold temperature.",GREEN CUBES TECH LLC,ALOBAIDI MOHAMMED;;JANNU VIJAYENDRA;;MITHILACODY VASANTH,GREEN CUBES TECHNOLOGY CORPORATION (2019-11-11),https://lens.org/156-164-628-242-522,Granted Patent,yes,2,0,3,156-164-628-242-522;;109-951-339-089-70X;;126-148-187-250-536,US,3,156-164-628-242-522;;109-951-339-089-70X;;126-148-187-250-536,US,0,Y02E60/10;;H01M10/486;;H01M10/44;;H01M10/486;;H01M2010/4278;;H01M10/4257;;H01M10/6572,H01M10/48;;H01M10/42;;H01M10/6572,,0,0,,,,ACTIVE
14,US,B2,US 10886512 B2,178-618-075-562-586,2021-01-05,2021,US 202016736698 A,2020-01-07,US 202016736698 A;;US 201962789110 P,2019-01-07,Methods and systems for battery pack thermal management,"Provided are methods and systems for battery pack thermal management, such as heating and cooling of individual batteries arranged into battery packs. The methods and systems use thermal control modules, specifically configured to thermally couple to the side wall and the bottom end of each battery in a battery pack. In some examples, a thermal control module comprises a thermal plate and one or two battery engagement components, connected and thermally coupled to the thermal plate. Each battery engagement component comprises a plurality of battery receiving openings. When the batteries are installed into these openings, the side wall and the bottom end of each battery are thermally coupled to the thermal control module, A thermal fluid is circulated through at least the thermal plate to provide cooling or heating to the batteries without any direct contact between the thermal fluid and the batteries,",CANOO INC,BOURKE DEBORAH;;FRICKE MICHAEL;;TARLAU DAVID;;WEICKER PHILLIP;;VITE BERTON;;TOROSYAN HRAYR;;RHEBERGEN CODY JOEL,CANOO TECHNOLOGIES INC (2020-01-03),https://lens.org/178-618-075-562-586,Granted Patent,yes,9,10,9,088-771-015-615-584;;185-414-308-510-832;;104-279-371-326-977;;180-950-022-089-04X;;036-245-407-414-646;;015-878-324-544-195;;145-484-911-564-90X;;178-618-075-562-586;;165-839-491-188-826,US;;EP;;JP;;CN;;WO,9,145-484-911-564-90X;;165-839-491-188-826;;104-279-371-326-977;;180-950-022-089-04X;;015-878-324-544-195;;036-245-407-414-646;;185-414-308-510-832;;178-618-075-562-586;;088-771-015-615-584,US;;EP;;JP;;CN;;WO,0,B60L58/26;;B60L58/27;;B60L53/14;;Y02T10/70;;Y02E60/10;;H01M10/643;;H01M10/625;;H01M10/6557;;H01M10/6556;;H01M10/653;;Y02T10/7072;;Y02T90/14;;H01M50/213;;H01M10/6554;;H01M10/663;;H01M10/6557;;H01M10/0525;;H01M10/613;;H01M10/625;;H01M10/643;;B60L58/25;;H01M50/213,B60L58/25;;H01M10/0525;;H01M10/613;;H01M10/625;;H01M10/643;;H01M10/6557;;H01M10/663;;H01M50/213,,0,0,,,,ACTIVE
15,US,B2,US 11742540 B2,036-245-407-414-646,2023-08-29,2023,US 202017102195 A,2020-11-23,US 202017102195 A;;US 202016736698 A;;US 201962789110 P,2019-01-07,Methods and systems for battery pack thermal management,"Provided are methods and systems for battery pack thermal management, such as heating and cooling of individual batteries arranged into battery packs. The methods and systems use thermal control modules, specifically configured to thermally couple to the side wall and the bottom end of each battery in a battery pack. In some examples, a thermal control module comprises a thermal plate and one or two battery engagement components, connected and thermally coupled to the thermal plate. Each battery engagement component comprises a plurality of battery receiving openings. When the batteries are installed into these openings, the side wall and the bottom end of each battery are thermally coupled to the thermal control module. Thermal fluid is circulated through at least the thermal plate to provide cooling or heating to the batteries without any direct contact between the thermal fluid and the batteries.",CANOO TECH INC,BOURKE DEBORAH;;FRICKE MICHAEL;;TARLAU DAVID;;WEICKER PHILLIP;;VITE BERTON;;TOROSYAN HRAYR;;RHEBERGEN CODY JOEL,CANOO TECHNOLOGIES INC (2020-01-03),https://lens.org/036-245-407-414-646,Granted Patent,yes,297,0,9,088-771-015-615-584;;185-414-308-510-832;;104-279-371-326-977;;180-950-022-089-04X;;036-245-407-414-646;;015-878-324-544-195;;145-484-911-564-90X;;178-618-075-562-586;;165-839-491-188-826,US;;EP;;JP;;CN;;WO,9,145-484-911-564-90X;;165-839-491-188-826;;104-279-371-326-977;;180-950-022-089-04X;;015-878-324-544-195;;036-245-407-414-646;;185-414-308-510-832;;178-618-075-562-586;;088-771-015-615-584,US;;EP;;JP;;CN;;WO,0,B60L58/26;;B60L58/27;;B60L53/14;;Y02T10/70;;Y02E60/10;;H01M10/643;;H01M10/625;;H01M10/6557;;H01M10/6556;;H01M10/653;;Y02T10/7072;;Y02T90/14;;H01M50/213;;H01M10/6554;;H01M10/663;;H01M10/6557;;H01M10/0525;;H01M10/613;;H01M10/625;;H01M10/643;;B60L58/25;;H01M50/213,H01M10/663;;B60L58/25;;H01M10/0525;;H01M10/613;;H01M10/625;;H01M10/643;;H01M10/6557;;H01M50/213,,34,0,,,"U.S. Appl. No. 16/736,698, Non-Final Rejection, dated Mar. 25, 2020, 18 pgs.;;U.S. Appl. No. 16/736,698, Notice of Allowance, dated Aug. 24, 2020, 24 pgs.;;U.S. Appl. No. 16/736,698, Notice of Allowance, dated Dec. 2, 2020, 3 pgs.;;International Application Serial No. PCT/US20/12619, Search Report and Written Opinion dated Apr. 16, 2020, 7 pgs.;;International Application Serial No. PCT/US20/12619, Preliminary Report on Patentability dated Jul. 22, 2021, 6 pgs.;;International Search Report and Written Opinion of the International Searching Authority dated Nov. 30, 2020 in connection with International Patent Application No. PCT/US2020/050013, 10 pages.;;International Search Report and Written Opinion of the International Searching Authority dated Feb. 4, 2021 in connection with International Patent Application No. PCT/US2020/051870, 13 pages.;;International Search Report and Written Opinion of the International Searching Authority dated Feb. 5, 2021 in connection with International Patent Application No. PCT/US2020/051505, 12 pages.;;International Search Report and Written Opinion of the International Searching Authority dated Sep. 2, 2020 in connection with International Patent Application No. PCT/US2020/033769, 30 pages.;;International Search Report and Written Opinion of the International Searching Authority dated Dec. 14, 2020 in connection with International Patent Application No. PCT/US2020/051879, 8 pages.;;International Search Report and Written Opinion of the International Searching Authority dated Dec. 22, 2020 in connection with International Patent Application No. PCT/US2020/040788, 14 pages.;;Non-Final Office Action dated Jul. 20, 2021 in connection with U.S. Appl. No. 17/027,626, 20 pages.;;Notice of Allowance dated Jul. 1, 2021 in connection with U.S. Appl. No. 17/142,889, 7 pages.;;Notice of Allowance dated Sep. 28, 2021 in connection with U.S. Appl. No. 17/027,626, 7 pages.;;Corrected Notice of Allowability dated Jan. 18, 2022 in connection with U.S. Appl. No. 17/027,626, 7 pages.;;Notice of Allowance dated Dec. 17, 2021 in connection with U.S. Appl. No. 16/920,375, 9 pages.;;Notice of Allowance dated Nov. 29, 2021 in connection with U.S. Appl. No. 17/491,217, 10 pages.;;Cropley, “Williams reveals electric vehicle skateboard chassis,” Autocar Industry News, Haymarket Media Group, Sep. 6, 2017, 5 pages.;;Final Office Action dated Aug. 4, 2022 in connection with U.S. Appl. No. 16/879,235, 12 pages.;;Non-Final Office Action dated Jun. 7, 2022 in connection with U.S. Appl. No. 16/879,235, 14 pages.;;Non-Final Office Action dated Sep. 14, 2022 in connection with U.S. Appl. No. 17/016,299, 14 pages.;;Notice of Allowance dated Nov. 7, 2022 in connection with U.S. Appl. No. 17/016,299, 5 pages.;;Notice of Allowance dated Oct. 31, 2022 in connection with U.S. Appl. No. 17/027,600, 7 pages.;;Non-Final Office Action dated Oct. 7, 2022 in connection with U.S. Appl. No. 17/027,600, 7 pages.;;Non-Final Office Action dated Oct. 20, 2022 in connection with U.S. Appl No. 16/879,235, 11 pages.;;Notice of Reasons for Refusal dated Nov. 22, 2022 in connection with Japanese Patent Application No. 2021-568853, 12 pages.;;Office Action dated Jan. 12, 2023 in connection with Canadian Patent Application No. 3,141,572, 3 pages.;;Supplementary European Search Report dated Dec. 9, 2022 in connection with European Patent Application No. 20920386.8, 27 pages.;;Notice of Reasons for Refusal dated Dec. 13, 2022 in connection with Japanese Patent Application No. 2021-577866, 16 pages.;;Final Office Action dated Feb. 1, 2023 in connection with U.S. Appl. No. 16/879,235, 12 pages.;;Notice of Reasons for Refusal dated Mar. 14, 2023 in connection with Japanese Patent Application No. 2021-568853, 4 pages.;;Non-Final Office Action dated Mar. 24, 2023 in connection with U.S. Appl. No. 18/052,460, 8 pages.;;Office Action dated Feb. 13, 2023 in connection with Canadian Patent Application No. 3,145,383, 4 pages.;;International Preliminary Report on Patentability dated Mar. 9, 2022 in connection with International Patent Application No. PCT/US2020/050013, 9 pages.",ACTIVE
16,US,B2,US 11916261 B2,198-317-557-090-709,2024-02-27,2024,US 202117547206 A,2021-12-09,KR 20200172567 A,2020-12-10,Thermal battery system and ignition method of the same,"Provided are a thermal battery system and an ignition method of the same, wherein the thermal battery system includes: a thermal battery assembly including a plurality of thermal batteries arranged in series and in parallel; an ignition circuit connected to the plurality of thermal batteries in the thermal battery assembly; and a control unit configured to control the ignition circuit such that each of the plurality of thermal batteries in the thermal battery assembly is selectively ignited, wherein the control unit is configured to selectively ignite one of the plurality of thermal batteries in an active matrix manner by controlling an ignition circuit.",AGENCY DEFENSE DEV,IM CHAENAM;;LEE JAE IN;;YOON HYUNKI;;CHOI YUSONG;;CHO JANG HYEON,AGENCY FOR DEFENSE DEVELOPMENT (2021-12-02),https://lens.org/198-317-557-090-709,Granted Patent,yes,13,0,3,159-527-298-845-10X;;198-317-557-090-709;;047-310-373-261-094,US;;KR,3,159-527-298-845-10X;;198-317-557-090-709;;047-310-373-261-094,US;;KR,0,Y02E60/10;;H01M6/36;;H01M6/5088;;H01M50/509;;H01M6/5038;;H01M6/36;;H01M6/5011;;H01M6/42;;H01M50/502;;H01M50/509;;H01M6/36;;H01M6/5038;;H01M6/5088,H01M6/36;;H01M6/50;;H01M50/509,,2,0,,,"Office Action in the Korean Application No. 10-2020-0172567, dated Jan. 25, 2021.;;Notice of Allowance in the Korean Application No. 10-2020-0172567, dated Mar. 29, 2021.",ACTIVE
17,US,B2,US 11888132 B2,158-621-778-587-730,2024-01-30,2024,US 201917293962 A,2019-12-02,HK 18115390 A;;IB 2019060356 W,2018-11-30,Power supply apparatus and components thereof (thermal exchange),"A battery assembly comprising a thermal exchange device and a plurality of batteries arranged into a plurality of battery groups is disclosed. The thermal exchange device comprises a thermal contact surface which is in thermal contact with a heat transfer network, and a thermal exchange surface which is configured to perform heat exchange. The heat transfer network comprises the plurality of inter-battery connectors which are in electrical contact with battery terminals of the batteries forming the battery assembly. The inter-battery connectors are in physical and thermal contact with the thermal contact surface of the thermal exchange device to facilitate transfer of heat from the battery terminals to the thermal contact surface and are electrically insulated from the thermal exchange surface or the thermal exchange device.",TONG YUI LUNG,TONG YUI LUNG,,https://lens.org/158-621-778-587-730,Granted Patent,yes,31,0,12,158-621-778-587-730;;167-382-077-979-927;;063-206-049-830-304;;163-749-561-420-992;;064-838-742-859-764;;191-103-154-902-903;;079-224-644-205-490;;054-138-722-590-403;;021-348-520-484-109;;026-109-339-048-760;;161-424-576-140-266;;094-208-900-871-462,US;;CA;;JP;;CN;;WO,12,158-621-778-587-730;;191-103-154-902-903;;063-206-049-830-304;;163-749-561-420-992;;064-838-742-859-764;;079-224-644-205-490;;094-208-900-871-462;;054-138-722-590-403;;021-348-520-484-109;;161-424-576-140-266;;026-109-339-048-760;;167-382-077-979-927,US;;CA;;JP;;CN;;WO,0,H01M10/613;;H01M2220/20;;H01M10/625;;H01M10/6563;;H01M10/63;;B60L50/64;;Y02T10/70;;Y02E60/10;;H01M50/227;;H01M50/213;;H01M50/51;;H01M50/224;;H01M50/229;;H01M50/503;;H01M10/613;;H01M10/625;;H01M10/63;;H01M10/6563;;H01M10/6572;;H01M50/375;;H01M10/425;;H01M10/486;;H01M2010/4271;;H01M2220/20;;H01M50/224;;H01M50/227;;H01M50/229;;H01M50/51;;H01M50/503;;H01M50/213,H01M50/502;;H01M10/42;;H01M10/48;;H01M10/613;;H01M10/625;;H01M10/63;;H01M10/6563;;H01M10/6572;;H01M50/213;;H01M50/224;;H01M50/227;;H01M50/229;;H01M50/375;;H01M50/503;;H01M50/51,,1,0,,,"International Search Report for PCT/IB2019/060356 dated Apr. 13, 2020.",ACTIVE
18,US,B2,US 9780418 B2,047-449-619-074-173,2017-10-03,2017,US 201414524798 A,2014-10-27,US 201414524798 A;;US 201361896370 P,2013-10-28,System and method for battery cell thermal management using carbon-based thermal films,"The present disclosure relates to thermal management in battery cells and battery modules. A thermal assembly for a battery cell includes a battery cell having a battery cell packaging and a thermal pouch formed from a continuous carbon-based thermal film. The thermal pouch is configured to contact both the battery cell packaging and one or more thermal management features of a battery module with a first side of the carbon-based thermal film. Accordingly, the first side of the carbon-based thermal film is configured to provide uninterrupted thermal pathways along the first side of the carbon-based thermal film between the battery cell packaging and the one or more thermal management features of the battery module.",JOHNSON CONTROLS TECH CO,OBASIH KEM M;;DEKEUSTER RICHARD M,CPS TECHNOLOGY HOLDINGS LLC (2019-04-30);;JOHNSON CONTROLS TECHNOLOGY COMPANY (2014-10-27),https://lens.org/047-449-619-074-173,Granted Patent,yes,21,1,7,015-059-461-304-033;;145-929-739-000-342;;047-449-619-074-173;;048-284-374-223-233;;047-161-753-302-891;;143-043-970-201-547;;000-278-048-630-981,US;;EP;;CN;;WO,7,015-059-461-304-033;;145-929-739-000-342;;047-449-619-074-173;;048-284-374-223-233;;047-161-753-302-891;;143-043-970-201-547;;000-278-048-630-981,US;;EP;;CN;;WO,0,H01M10/625;;H01M10/655;;B60L50/64;;H01M10/613;;H01M10/653;;H01M10/6554;;H01M10/6555;;H01M50/117;;H01M50/124;;H01M50/1245;;H01M50/131;;H01M50/209;;H01M50/211;;H01M50/213;;H01M50/249;;Y02E60/10;;Y02T10/70;;H01M10/655;;B60L50/64;;H01M10/613;;H01M10/625;;H01M10/653;;H01M10/6554;;H01M10/6555;;H01M50/117;;H01M50/124;;H01M50/1245;;H01M50/131;;H01M50/209;;H01M50/211;;H01M50/213;;H01M50/249;;H01M2220/20,H01M10/655;;B60L50/64;;H01M2/02;;H01M2/10;;H01M10/613;;H01M10/625;;H01M10/653;;H01M10/6554;;H01M10/6555,,3,0,,,"International Search Report & Written Opinion for PCT Application No. PCT/US2014/062574 mailed Feb. 10, 2015.;;Smalc, Martin D., Innovations in Flexible Graphite for Thermal Management Applications, GrafTech International, Redefining Limits, 2012, pp. 1-33, http://meptec.org/Resources/06%20-%20GrafTech.pdf.;;“PGS” Graphite Sheets, Panasonic, Dec. 5, 2013, pp. 16-22, http://industrial.panasonic.com/www-data/pdf/AYA0000/AYA0000CE2.pdf.",ACTIVE
19,US,B2,US 11628745 B2,051-944-200-000-653,2023-04-18,2023,US 202217665454 A,2022-02-04,US 202217665454 A;;US 202163146154 P,2021-02-05,Apparatus for a ground-based battery management for an electric aircraft,"An apparatus for a ground-based battery management for an electric aircraft is presented. The apparatus includes a battery pack mechanically coupled to the electric aircraft, wherein the battery pack includes at least a battery module, wherein each battery module includes at least a battery unit containing a first row of battery cells, a second row of battery cells, and a thermal conduit disposed between the first row and the second row of the battery unit, wherein the thermal conduit is configured to precondition the battery cells. Each battery module includes a thermal circuit mechanically coupled to the thermal conduit configured to facilitate the precondition using thermal media. The apparatus further includes a media channel encompassing the battery pack configured to connect to a ground cooling component that provides the thermal media to the thermal circuit using the thermal circuit, and evacuate the thermal media using the thermal circuit.",BETA AIR LLC,DONOVAN SEAN;;OVERFIELD SARAH KATHLEEN;;SCHREIBER STUART DENSON;;GOTTLIEB PETER ADAM;;LOHE BRAEDON;;WIEGMAN HERMAN,BETA AIR LLC (2024-02-14),https://lens.org/051-944-200-000-653,Granted Patent,yes,26,2,6,074-248-844-916-275;;190-291-030-038-505;;135-979-986-682-654;;045-819-065-787-130;;036-157-721-380-78X;;051-944-200-000-653,US;;WO,6,074-248-844-916-275;;190-291-030-038-505;;135-979-986-682-654;;045-819-065-787-130;;051-944-200-000-653;;036-157-721-380-78X,US;;WO,0,B60L50/64;;B60L2200/10;;B60L53/14;;B60L3/0046;;B60L58/21;;B60L58/26;;Y02E60/10;;B64D27/34;;B64D27/357;;B60L58/26;;B60L2240/36;;B60L2200/10;;B60L50/64;;B64D27/357;;B64D27/34,B60L58/26;;B60L50/64;;B64D27/24,,3,3,006-178-617-991-69X;;172-581-122-088-342;;045-592-535-315-346,10.1080/15567036.2019.1663307;;10.1016/j.apenergy.2018.01.098;;10.1016/j.apenergy.2020.114787,"Onkar Singh & Ragini Singh, Thermodynamic evaluation of SOFC-GT hybrid power and cooling system, Sep. 11, 2019.;;Azizi, M. A., & Brouwer, J. , Progress in solid oxide fuel cell-gas turbine hybrid power systems: System design and analysis, transient operation, controls and optimization, May 29, 2018.;;Collins, J. M., & McLarty, D., All-electric commercial aviation with solid oxide fuel cell-gas turbine-battery hybrids, Aug. 10, 2020.",ACTIVE
20,US,B2,US 10023022 B2,075-271-086-135-059,2018-07-17,2018,US 201615057170 A,2016-03-01,US 201615057170 A;;US 201313757386 A,2013-02-01,Vehicle thermal management and filtration system,A thermal management system for an electric vehicle is provided. The thermal management system includes a thermal circuit for regulating a battery temperature. A filter is located upstream of the battery for filtering liquid coolant. The thermal management system also includes a second thermal circuit in fluid communication with the battery thermal circuit. The second thermal circuit provides thermal control to a vehicle system other than the battery. The battery thermal circuit includes a plurality of battery cells. Pluralities of heat exchanger fins are located between each of the battery cells to provide the coolant to regulate the battery temperature. The filter has a filtration transfer function based on a filter characteristic of the fins.,FORD GLOBAL TECH LLC,PEKARSKY LEV;;FABRICATORE DAVID,FORD GLOBAL TECHNOLOGIES LLC (2012-01-29),https://lens.org/075-271-086-135-059,Granted Patent,yes,26,0,10,087-075-330-648-946;;070-251-388-823-068;;075-271-086-135-059;;090-735-148-441-235;;014-102-897-042-77X;;132-338-887-154-398;;128-321-407-952-855;;114-958-695-140-623;;178-439-783-721-185;;102-552-342-316-480,US;;DE;;CN,10,087-075-330-648-946;;070-251-388-823-068;;075-271-086-135-059;;090-735-148-441-235;;014-102-897-042-77X;;132-338-887-154-398;;128-321-407-952-855;;114-958-695-140-623;;178-439-783-721-185;;102-552-342-316-480,US;;DE;;CN,0,B60H1/00392;;B60H1/143;;B60H2001/00307;;H01M10/625;;H01M10/6557;;H01M10/6567;;H01M10/663;;H01M10/66;;B60H1/00278;;Y02E60/10;;H01M10/60;;H01M10/625;;H01M10/6557;;H01M10/6567;;H01M10/663;;H01M10/66;;B60H1/00392;;B60H1/143;;B60H2001/00307;;B60H1/00278,B60H1/00;;B60H1/14;;H01M10/60;;H01M10/625;;H01M10/6557;;H01M10/6567;;H01M10/66;;H01M10/663,,1,0,,,"Chinese First Office Action CN 201410041967.4; dated Jan. 4, 2017; 11 pages.",ACTIVE
21,US,B2,US 9365091 B2,090-735-148-441-235,2016-06-14,2016,US 201313757386 A,2013-02-01,US 201313757386 A,2013-02-01,Vehicle thermal management and filtration system,A thermal management system for an electric vehicle is provided. The thermal management system includes a thermal circuit for regulating a battery temperature. A filter is located upstream of the battery for filtering liquid coolant. The thermal management system also includes a second thermal circuit in fluid communication with the battery thermal circuit. The second thermal circuit provides thermal control to a vehicle system other than the battery. The battery thermal circuit includes a plurality of battery cells. Pluralities of heat exchanger fins are located between each of the battery cells to provide the coolant to regulate the battery temperature. The filter has a filtration transfer function based on a filter characteristic of the fins.,FORD GLOBAL TECH LLC,PEKARSKY LEV;;FABRICATORE DAVID,FORD GLOBAL TECHNOLOGIES LLC (2013-01-29),https://lens.org/090-735-148-441-235,Granted Patent,yes,20,6,10,087-075-330-648-946;;070-251-388-823-068;;075-271-086-135-059;;090-735-148-441-235;;014-102-897-042-77X;;132-338-887-154-398;;128-321-407-952-855;;114-958-695-140-623;;178-439-783-721-185;;102-552-342-316-480,US;;DE;;CN,10,087-075-330-648-946;;070-251-388-823-068;;075-271-086-135-059;;090-735-148-441-235;;014-102-897-042-77X;;132-338-887-154-398;;128-321-407-952-855;;114-958-695-140-623;;178-439-783-721-185;;102-552-342-316-480,US;;DE;;CN,0,B60H1/00392;;B60H1/143;;B60H2001/00307;;H01M10/625;;H01M10/6557;;H01M10/6567;;H01M10/663;;H01M10/66;;B60H1/00278;;Y02E60/10;;H01M10/60;;H01M10/625;;H01M10/6557;;H01M10/6567;;H01M10/663;;H01M10/66;;B60H1/00392;;B60H1/143;;B60H2001/00307;;B60H1/00278,B60H1/00;;B60H1/14;;H01M10/625;;H01M10/6557;;H01M10/6567;;H01M10/66;;H01M10/663,,0,0,,,,ACTIVE
